event_id,dm,RA,Dec,is_in_DESI,DMhalo,DMISM,DM_Cosm,z
13994,1008.1050415039 pc / cm3,259.7583908057,74.161751934,True,40.0 pc / cm3,45.65733175142145 pc / cm3,922.4477097524785 pc / cm3,0.8940052446267005
13995,721.8080444336 pc / cm3,234.636514835,61.5282981387,True,40.0 pc / cm3,35.36003414091963 pc / cm3,646.4480102926804 pc / cm3,0.6034767599100314
13996,637.2938232422 pc / cm3,330.4146560561,54.0177196668,False,40.0 pc / cm3,253.31322276350437 pc / cm3,343.98060047869564 pc / cm3,0.27914514743127034
13997,515.9815673828 pc / cm3,4.0044802726,12.6598628235,True,40.0 pc / cm3,35.48016852750037 pc / cm3,440.5013988552996 pc / cm3,0.38407371411281055
13998,593.2170410156 pc / cm3,15.3196131453,46.9550116963,False,40.0 pc / cm3,87.10671383811318 pc / cm3,466.1103271774868 pc / cm3,0.4116226531022652
13999,775.1854858398 pc / cm3,273.9357379717,15.734864754,False,40.0 pc / cm3,116.30071593302135 pc / cm3,618.8847699067786 pc / cm3,0.5743301415290448
14000,73.1917419434 pc / cm3,154.0502964402,11.9168954652,True,40.0 pc / cm3,36.427207715193404 pc / cm3,0,
14001,784.0817260742 pc / cm3,280.7645079077,60.73803493,True,40.0 pc / cm3,56.611328276486724 pc / cm3,687.4703977977133 pc / cm3,0.6467810982021499
14002,245.8595581055 pc / cm3,246.0509164923,18.7206117319,True,40.0 pc / cm3,36.66987675760841 pc / cm3,169.18968134789162 pc / cm3,0.08201864494667509
14003,71.1698684692 pc / cm3,112.3936546318,80.7423655648,True,40.0 pc / cm3,53.26235184692359 pc / cm3,0,
14004,54.1861534119 pc / cm3,183.6434574279,37.5833074918,True,40.0 pc / cm3,20.022771196468433 pc / cm3,0,
14005,530.1346435547 pc / cm3,134.6545469191,71.5955457503,True,40.0 pc / cm3,44.921115853333404 pc / cm3,445.2135277013666 pc / cm3,0.3891505704921158
14006,615.8619995117 pc / cm3,194.7791232674,41.6618805359,True,40.0 pc / cm3,22.455845048574137 pc / cm3,553.4061544631259 pc / cm3,0.5048762354281618
14007,716.5512084961 pc / cm3,125.1614239639,49.8159328861,True,40.0 pc / cm3,48.33658244645022 pc / cm3,628.2146260496497 pc / cm3,0.5842010652003548
14008,215.1271057129 pc / cm3,198.3740175403,72.1041123925,True,40.0 pc / cm3,36.52013054225948 pc / cm3,138.6069751706405 pc / cm3,0.04605377042221338
14009,713.3162231445 pc / cm3,232.3404048799,51.2908673362,True,40.0 pc / cm3,33.174809080359154 pc / cm3,640.1414140641408 pc / cm3,0.5968118078216866
14010,503.041595459 pc / cm3,133.9750697623,38.5036473903,True,40.0 pc / cm3,44.033837249900905 pc / cm3,419.0077582090991 pc / cm3,0.3608686023052588
14011,321.8819274902 pc / cm3,227.0926415061,25.8559329651,True,40.0 pc / cm3,22.896794215514145 pc / cm3,258.98513327468584 pc / cm3,0.1847656518920034
14012,729.8955688477 pc / cm3,130.0791738814,52.4133878671,True,40.0 pc / cm3,44.925928860044785 pc / cm3,644.9696399876552 pc / cm3,0.6019145826401149
14013,2685.0451660156 pc / cm3,179.4495811477,63.3949064526,True,40.0 pc / cm3,33.471604312783704 pc / cm3,2611.5735617028163 pc / cm3,2.725060610515544
14014,790.9560546875 pc / cm3,244.464085661,51.2978412192,True,40.0 pc / cm3,36.287997481266935 pc / cm3,714.668057206233 pc / cm3,0.6754521929211134
14015,186.0121612549 pc / cm3,204.4007958161,19.9570109489,True,40.0 pc / cm3,22.82094011012076 pc / cm3,123.19122114477925 pc / cm3,0.02769464931116895
14016,512.7465820312 pc / cm3,117.3823169906,61.1304731613,True,40.0 pc / cm3,52.0392001211362 pc / cm3,420.70738191006376 pc / cm3,0.36270652980323476
14017,210.6790008545 pc / cm3,247.0649417088,81.5238514233,True,40.0 pc / cm3,46.76200629770325 pc / cm3,123.91699455679675 pc / cm3,0.028562720197623646
14018,362.7237243652 pc / cm3,137.5960095885,29.0208617148,True,40.0 pc / cm3,42.3377756733397 pc / cm3,280.3859486918603 pc / cm3,0.208749392479017
14019,553.1671142578 pc / cm3,172.4650956278,25.2783133925,True,40.0 pc / cm3,24.45443175149977 pc / cm3,488.7126825063002 pc / cm3,0.435857124882033
14020,567.337097168 pc / cm3,335.2626974273,40.749613489,False,40.0 pc / cm3,98.53063684132898 pc / cm3,428.806460326671 pc / cm3,0.37145752617908245
14021,1298.0413818359 pc / cm3,177.8592451474,54.8576312491,True,40.0 pc / cm3,31.164239518472428 pc / cm3,1226.8771423174276 pc / cm3,1.2141938573325701
14022,266.8870239258 pc / cm3,179.3615561932,26.3206653476,True,40.0 pc / cm3,20.004472372782217 pc / cm3,206.88255155301778 pc / cm3,0.125612290774153
14023,57.0167732239 pc / cm3,25.3203641836,32.4944667895,True,40.0 pc / cm3,52.956313984798605 pc / cm3,0,
14024,470.6916503906 pc / cm3,346.2682482407,32.4629959661,True,40.0 pc / cm3,56.48755712282553 pc / cm3,374.20409326777445 pc / cm3,0.31221526686248774
14025,971.7113647461 pc / cm3,180.1748207945,57.5177361787,True,40.0 pc / cm3,31.619694224914717 pc / cm3,900.0916705211853 pc / cm3,0.8705010343808575
14026,1292.3801269531 pc / cm3,337.3823362752,34.0978520628,False,40.0 pc / cm3,68.49772243493331 pc / cm3,1183.8824045181666 pc / cm3,1.1689819564783661
14027,19.0055904388 pc / cm3,144.18772658,62.3679340512,True,40.0 pc / cm3,39.738492855188504 pc / cm3,0,
14028,214.7227325439 pc / cm3,174.5019247516,39.2907632153,True,40.0 pc / cm3,20.45275443343678 pc / cm3,154.26997811046323 pc / cm3,0.06454544442017028
14029,137.0828704834 pc / cm3,149.2992895386,30.0638691829,True,40.0 pc / cm3,36.024716099806085 pc / cm3,61.058154383593916 pc / cm3,
14030,968.8807373047 pc / cm3,232.463731543,66.3312016812,True,40.0 pc / cm3,36.449612925554874 pc / cm3,892.4311243791451 pc / cm3,0.8624476065416223
14031,1287.5277099609 pc / cm3,258.0946304014,48.2655607686,True,40.0 pc / cm3,42.04934194977689 pc / cm3,1205.4783680111232 pc / cm3,1.1916898179108395
14032,629.2063598633 pc / cm3,225.3746898496,9.2109234506,True,40.0 pc / cm3,26.512683402466546 pc / cm3,562.6936764608334 pc / cm3,0.5147490702410106
14033,282.657623291 pc / cm3,190.3944043663,83.8681619113,True,40.0 pc / cm3,45.824754278546465 pc / cm3,196.83286901245353 pc / cm3,0.11406141498941842
14034,383.7511901855 pc / cm3,230.4217972119,60.2806954732,True,40.0 pc / cm3,34.332858630620436 pc / cm3,309.41833155487956 pc / cm3,0.24103677136376972
14035,871.0221557617 pc / cm3,151.3775807147,23.1257176554,True,40.0 pc / cm3,35.786367336135285 pc / cm3,795.2357884255647 pc / cm3,0.7602584238098871
14036,534.9871826172 pc / cm3,130.6564248459,69.4122858556,True,40.0 pc / cm3,45.73051506808173 pc / cm3,449.2566675491183 pc / cm3,0.3935037935169652
14037,367.1718444824 pc / cm3,314.6578836057,21.5786595329,False,40.0 pc / cm3,90.51722663811974 pc / cm3,236.65461784428027 pc / cm3,0.15955455544476896
14038,904.5852661133 pc / cm3,194.8010473471,31.209696302,True,40.0 pc / cm3,19.915525263459614 pc / cm3,844.6697408498404 pc / cm3,0.8122381475824133
14039,382.1336975098 pc / cm3,224.6676107743,18.4614262886,True,40.0 pc / cm3,23.39022681282346 pc / cm3,318.74347069697654 pc / cm3,0.25135186567793
14040,1059.8649902344 pc / cm3,188.116870229,-4.8517306607,True,40.0 pc / cm3,32.877855347319006 pc / cm3,986.987134887081 pc / cm3,0.9618830073007542
14041,616.6707763672 pc / cm3,264.0985749457,59.1614422817,True,40.0 pc / cm3,44.6968248092751 pc / cm3,531.9739515579249 pc / cm3,0.48206172063150904
14042,820.0710449219 pc / cm3,137.8423230039,41.5932215273,True,40.0 pc / cm3,41.39949740007076 pc / cm3,738.6715475218292 pc / cm3,0.700735350813477
14043,2654.7170410156 pc / cm3,149.7777647708,0.0,True,40.0 pc / cm3,42.40163072711989 pc / cm3,2572.31541028848 pc / cm3,2.6797802982404866
14044,307.324432373 pc / cm3,247.8991829666,56.8091858082,True,40.0 pc / cm3,37.80130095198727 pc / cm3,229.5231314210127 pc / cm3,0.1514600266672178
14045,674.9006347656 pc / cm3,122.8457388997,76.2082879337,True,40.0 pc / cm3,49.734578641460246 pc / cm3,585.1660561241397 pc / cm3,0.5386065240237725
14046,404.7786560059 pc / cm3,139.1188555003,42.7718336545,True,40.0 pc / cm3,40.62803988850401 pc / cm3,324.150616117396 pc / cm3,0.2573214627170184
14047,348.9750061035 pc / cm3,0.0,57.1134729652,False,40.0 pc / cm3,175.81305575407399 pc / cm3,133.161950349426 pc / cm3,0.03958779168207192
14048,580.6814575195 pc / cm3,196.5673020768,65.4759349031,True,40.0 pc / cm3,33.43920787189859 pc / cm3,507.2422496476014 pc / cm3,0.45567445498983067
14049,574.2114868164 pc / cm3,350.8524544544,32.4482974095,True,40.0 pc / cm3,53.89115829120956 pc / cm3,480.32032852519046 pc / cm3,0.42686697348845704
14050,373.6418151855 pc / cm3,273.4727414099,12.1932008037,False,40.0 pc / cm3,130.94218209339186 pc / cm3,202.69963309210812 pc / cm3,0.1208105795589393
14051,367.1718444824 pc / cm3,148.3993266408,24.4091545939,True,40.0 pc / cm3,36.94434843467923 pc / cm3,290.22749604772076 pc / cm3,0.21972494503281506
14052,377.6855773926 pc / cm3,174.3255036789,50.9956739034,True,40.0 pc / cm3,29.935606113119544 pc / cm3,307.74997127948046 pc / cm3,0.23918856629860244
14053,248.2857971191 pc / cm3,133.5513371895,47.0198850534,True,40.0 pc / cm3,43.310561659758655 pc / cm3,164.97523545934135 pc / cm3,0.07709625508879211
14054,1078.0617675781 pc / cm3,333.2079740552,58.2224223259,False,40.0 pc / cm3,237.80870378198313 pc / cm3,800.2530637961169 pc / cm3,0.7655353008366843
14055,826.9453735352 pc / cm3,337.0581790411,6.8431974672,True,40.0 pc / cm3,39.78832909553003 pc / cm3,747.15704443967 pc / cm3,0.7096692791662744
14056,905.7707519531 pc / cm3,126.6779673908,60.2851138854,True,40.0 pc / cm3,46.59637555496687 pc / cm3,819.1743763981331 pc / cm3,0.7854327581677927
14057,752.1361694336 pc / cm3,209.0736300736,58.3806527702,True,40.0 pc / cm3,31.49043814259187 pc / cm3,680.6457312910081 pc / cm3,0.6395821683468634
14058,321.8819274902 pc / cm3,267.9846945772,5.3085346799,False,40.0 pc / cm3,120.22599420086077 pc / cm3,161.6559332893392 pc / cm3,0.07321206174242086
14059,429.0411071777 pc / cm3,164.3019029894,75.8662660263,True,40.0 pc / cm3,40.86154804033078 pc / cm3,348.1795591373692 pc / cm3,0.283752959846645
14060,719.3818359375 pc / cm3,33.6257217817,80.3578967531,False,40.0 pc / cm3,77.48535091931973 pc / cm3,601.8964850181803 pc / cm3,0.5563419319527907
14061,648.6163330078 pc / cm3,109.8344198133,40.3952865591,True,40.0 pc / cm3,69.50053620828982 pc / cm3,539.1157967995102 pc / cm3,0.4896693015523062
14062,1184.0078125 pc / cm3,116.1417613554,33.3328087459,True,40.0 pc / cm3,63.43326350409083 pc / cm3,1080.5745489959093 pc / cm3,1.060359280783545
14063,547.1184082031 pc / cm3,359.9642955841,42.0121922729,False,40.0 pc / cm3,71.3944384622396 pc / cm3,435.7239697408604 pc / cm3,0.3789227544323501
14064,536.604675293 pc / cm3,244.6349157726,38.0500478851,True,40.0 pc / cm3,32.559598014644344 pc / cm3,464.0450772783557 pc / cm3,0.4094046676526452
14065,944.2139282227 pc / cm3,251.260126604,42.8219317723,True,40.0 pc / cm3,38.25617413434927 pc / cm3,865.9577540883507 pc / cm3,0.8346175046075613
14066,624.7582397461 pc / cm3,194.7791232674,38.4403221111,True,40.0 pc / cm3,20.459837946309126 pc / cm3,564.2984017997909 pc / cm3,0.5164541350108349
14067,1235.7678222656 pc / cm3,165.0652139331,43.2022579262,True,40.0 pc / cm3,29.714178705013918 pc / cm3,1166.0536435605861 pc / cm3,1.150236940552238
14068,418.9317321777 pc / cm3,148.6089189848,51.2978412192,True,40.0 pc / cm3,36.75254579494016 pc / cm3,342.17918638275984 pc / cm3,0.2771669425306535
14069,427.423614502 pc / cm3,174.8284091361,19.1603087845,True,40.0 pc / cm3,26.664741145889522 pc / cm3,360.7588733561105 pc / cm3,0.29753077810451367
14070,297.2150878906 pc / cm3,261.2669635339,40.0905168256,True,40.0 pc / cm3,46.06461687342243 pc / cm3,211.15047101717755 pc / cm3,0.13050289936231022
14071,224.8320922852 pc / cm3,35.0045073084,78.5004624284,False,40.0 pc / cm3,84.01371739392646 pc / cm3,100.81837489127354 pc / cm3,0.000743185007411773
14072,557.6321411133 pc / cm3,136.3204692456,1.422563641,True,40.0 pc / cm3,52.39049949960417 pc / cm3,465.24164161369583 pc / cm3,0.41068980035787156
14073,1227.6802978516 pc / cm3,2.9469002542,29.0400585497,True,40.0 pc / cm3,46.35785252402493 pc / cm3,1141.322445327575 pc / cm3,1.124235663692041
14074,295.5975952148 pc / cm3,158.4600474853,29.2316414716,True,40.0 pc / cm3,32.3293748033578 pc / cm3,223.26822041144217 pc / cm3,0.14434231261666625
14075,512.7465820312 pc / cm3,128.6665491481,20.6971465899,True,40.0 pc / cm3,51.8624493676027 pc / cm3,420.88413266359726 pc / cm3,0.3628976328322319
14076,580.6814575195 pc / cm3,94.3578481589,27.5654041517,False,40.0 pc / cm3,139.66781468092046 pc / cm3,401.0136428385795 pc / cm3,0.34137701201619775
14077,29.1149482727 pc / cm3,238.9769483907,74.1872303619,True,40.0 pc / cm3,40.95733125234363 pc / cm3,0,
14078,1120.9255371094 pc / cm3,283.7932960498,15.2166591435,False,40.0 pc / cm3,288.14042914351387 pc / cm3,792.7851079658861 pc / cm3,0.7576808083567194
14079,1292.3801269531 pc / cm3,169.6223189025,14.5922705716,True,40.0 pc / cm3,30.440459847031857 pc / cm3,1221.939667106068 pc / cm3,1.2090009743203376
14080,224.8320922852 pc / cm3,239.0602901336,43.1939130729,True,40.0 pc / cm3,30.906645684077617 pc / cm3,153.92544660112236 pc / cm3,0.06414036043594842
14081,341.2918701172 pc / cm3,136.9846652486,21.389146596,True,40.0 pc / cm3,43.96246810490896 pc / cm3,257.32940201229104 pc / cm3,0.18290306262778305
14082,412.4617614746 pc / cm3,262.2554992246,65.1248063424,True,40.0 pc / cm3,44.384392315536886 pc / cm3,328.0773691590631 pc / cm3,0.26165150034515966
14083,615.8619995117 pc / cm3,223.9252584987,32.0662602107,True,40.0 pc / cm3,22.24678460497529 pc / cm3,553.6152149067248 pc / cm3,0.5050985589304678
14084,481.6097412109 pc / cm3,31.7938759081,28.7653738661,True,40.0 pc / cm3,50.75230338569233 pc / cm3,390.8574378252076 pc / cm3,0.33034752186685645
14085,701.5893554688 pc / cm3,193.1467980784,61.8874532387,True,40.0 pc / cm3,32.22954605648926 pc / cm3,629.3598094123107 pc / cm3,0.5854122879245338
14086,583.9164428711 pc / cm3,31.282496918,31.0557928888,True,40.0 pc / cm3,53.52518475733366 pc / cm3,490.39125811376636 pc / cm3,0.43765414849881
14087,823.3060302734 pc / cm3,213.8116997761,25.4596436376,True,40.0 pc / cm3,21.388742270759135 pc / cm3,761.9172880026408 pc / cm3,0.725205287176227
14088,274.9661254883 pc / cm3,188.0386921817,53.7100451195,True,40.0 pc / cm3,29.928786718593056 pc / cm3,205.03733876970696 pc / cm3,0.12349515972503686
14089,839.0765991211 pc / cm3,351.0021432659,32.4667813265,True,40.0 pc / cm3,53.895036793497496 pc / cm3,745.1815623276025 pc / cm3,0.7075895674590386
14090,181.5640411377 pc / cm3,268.0263636533,64.0868991861,True,40.0 pc / cm3,46.93920160079756 pc / cm3,94.62483953690244 pc / cm3,
14091,742.0267944336 pc / cm3,202.5526951174,66.6992652013,True,40.0 pc / cm3,33.99231258143949 pc / cm3,668.0344818521605 pc / cm3,0.6262739627749232
14092,583.9164428711 pc / cm3,183.1488059115,22.1942137412,True,40.0 pc / cm3,20.96615529192416 pc / cm3,522.9502875791759 pc / cm3,0.47244190506954437
14093,512.7465820312 pc / cm3,7.5373686883,17.3577195505,True,40.0 pc / cm3,37.46767152662917 pc / cm3,435.27891050457083 pc / cm3,0.37844270251460344
14094,973.733215332 pc / cm3,331.8917009719,20.4966095125,True,40.0 pc / cm3,51.64154202734383 pc / cm3,882.0916733046562 pc / cm3,0.8515781606182622
14095,1675.7269287109 pc / cm3,336.1857077087,26.3227495927,True,40.0 pc / cm3,54.715952581615305 pc / cm3,1581.0109761292847 pc / cm3,1.5882168706490682
14096,912.268371582 pc / cm3,7.688497918,79.7898022148,False,40.0 pc / cm3,81.6004044688263 pc / cm3,790.6679671131737 pc / cm3,0.7554539350226811
14097,489.2928771973 pc / cm3,111.5169032664,25.417482049,True,40.0 pc / cm3,78.66370242846594 pc / cm3,370.6291747688341 pc / cm3,0.3083149095464154
14098,411.248626709 pc / cm3,194.7791232674,61.5302022739,True,40.0 pc / cm3,32.08674604850375 pc / cm3,339.16188066049625 pc / cm3,0.2738516267336966
14099,1370.0200195312 pc / cm3,347.994530671,82.1190198268,False,40.0 pc / cm3,70.72203355610046 pc / cm3,1259.2979859750994 pc / cm3,1.248298967756023
14100,552.3752441406 pc / cm3,241.6032100486,34.8434267925,True,40.0 pc / cm3,29.590419581002106 pc / cm3,482.7848245595979 pc / cm3,0.4295079982390264
14101,638.5069580078 pc / cm3,178.483279107,25.9143540944,True,40.0 pc / cm3,20.05932961573754 pc / cm3,578.4476283920625 pc / cm3,0.5314784227824715
14102,357.4668579102 pc / cm3,175.573229564,23.5541914408,True,40.0 pc / cm3,23.34158907748123 pc / cm3,294.1252688327188 pc / cm3,0.22406296348807592
14103,921.9733276367 pc / cm3,181.4563990781,78.1214068762,True,40.0 pc / cm3,40.87543407629644 pc / cm3,841.0978935604036 pc / cm3,0.8084830261402104
14104,415.6967468262 pc / cm3,110.1482830357,27.158236337,True,40.0 pc / cm3,79.94336371132711 pc / cm3,295.7533831148729 pc / cm3,0.22587351207349068
14105,158.9190826416 pc / cm3,237.3020643185,61.2124683564,True,40.0 pc / cm3,35.83272615726689 pc / cm3,83.08635648433311 pc / cm3,
14106,32.3499412537 pc / cm3,219.0827154505,-4.8668340325,True,40.0 pc / cm3,32.01422274405999 pc / cm3,0,
14107,534.9871826172 pc / cm3,179.1488477345,31.1568870203,True,40.0 pc / cm3,19.978479234546555 pc / cm3,475.00870338265344 pc / cm3,0.4211720540310149
14108,186.0121612549 pc / cm3,133.4104061059,2.8349016533,True,40.0 pc / cm3,54.861652166454334 pc / cm3,91.15050908844567 pc / cm3,
14109,836.650390625 pc / cm3,280.1949085673,5.2336223492,False,40.0 pc / cm3,393.21269192168756 pc / cm3,403.43769870331244 pc / cm3,0.3440064351925803
14110,392.6474304199 pc / cm3,184.0255313495,50.1785792404,True,40.0 pc / cm3,27.794802834224935 pc / cm3,324.85262758567507 pc / cm3,0.25809588854321147
14111,480.3966369629 pc / cm3,354.27239701,36.4440668206,False,40.0 pc / cm3,59.6484679426564 pc / cm3,380.7481690202436 pc / cm3,0.3193476689941574
14112,778.4204711914 pc / cm3,271.1415352594,18.9213753078,True,40.0 pc / cm3,89.22064166946944 pc / cm3,649.1998295219305 pc / cm3,0.6063842598565401
14113,1279.4401855469 pc / cm3,26.1743703063,27.1614236975,True,40.0 pc / cm3,46.961608643055094 pc / cm3,1192.478576903845 pc / cm3,1.1780203771112803
14114,1004.061340332 pc / cm3,214.970236163,59.1046770831,True,40.0 pc / cm3,32.10207085451479 pc / cm3,931.9592694774852 pc / cm3,0.9040062766958131
14115,784.4860839844 pc / cm3,117.1342279271,52.5008555184,True,40.0 pc / cm3,54.098520430567476 pc / cm3,690.3875635538325 pc / cm3,0.649857651684638
14116,1279.8446044922 pc / cm3,138.4000352702,66.6131830617,True,40.0 pc / cm3,42.48608287960015 pc / cm3,1197.3585216125998 pc / cm3,1.1831515669677846
14117,3037.6594238281 pc / cm3,219.0998327761,29.2425642777,True,40.0 pc / cm3,21.510070973274367 pc / cm3,2976.149352854826 pc / cm3,3.154848883560107
14118,1616.6883544922 pc / cm3,241.1845660234,42.8138917597,True,40.0 pc / cm3,31.997916416687886 pc / cm3,1544.690438075512 pc / cm3,1.5496453908161674
14119,2040.4725341797 pc / cm3,250.5957756025,46.7033279498,True,40.0 pc / cm3,38.58241146901112 pc / cm3,1961.890122710689 pc / cm3,1.997482063213164
14120,756.9886474609 pc / cm3,337.615600587,79.4436827992,False,40.0 pc / cm3,75.81539261065699 pc / cm3,641.173254850243 pc / cm3,0.59790243206299
14121,339.6640319824 pc / cm3,0.0,30.4851348653,True,40.0 pc / cm3,48.41772599995246 pc / cm3,251.24630598244752 pc / cm3,0.1760509381361164
14122,382.1336975098 pc / cm3,244.0032299761,35.4528367399,True,40.0 pc / cm3,31.50376339421429 pc / cm3,310.62993411558574 pc / cm3,0.24237845365025906
14123,340.887512207 pc / cm3,236.1230836779,20.1683287118,True,40.0 pc / cm3,27.769382224479536 pc / cm3,273.11812998252043 pc / cm3,0.20062283938936537
14124,1182.3903808594 pc / cm3,228.1844433486,83.8105458008,True,40.0 pc / cm3,46.78390997769944 pc / cm3,1095.6064708817005 pc / cm3,1.0761677310625433
14125,361.1062316895 pc / cm3,170.153743837,14.1107313967,True,40.0 pc / cm3,30.3950668489998 pc / cm3,290.7111648405002 pc / cm3,0.2202635137811711
14126,320.2644348145 pc / cm3,350.8697039258,80.8839858276,False,40.0 pc / cm3,75.06680524005681 pc / cm3,205.19762957444323 pc / cm3,0.12367913525428001
14127,668.0263061523 pc / cm3,250.3327325892,57.5130720636,True,40.0 pc / cm3,38.6896145794861 pc / cm3,589.3366915728138 pc / cm3,0.5430296735810379
14128,1733.1480712891 pc / cm3,222.0972010871,28.2016653447,True,40.0 pc / cm3,21.77578276838125 pc / cm3,1671.3722885207187 pc / cm3,1.6844728151214081
14129,837.4591064453 pc / cm3,35.9183513452,62.6878545245,False,40.0 pc / cm3,195.2441762535386 pc / cm3,602.2149301917614 pc / cm3,0.5566793046593792
14130,461.3910522461 pc / cm3,116.4788899755,46.2689829651,True,40.0 pc / cm3,56.91062200652772 pc / cm3,364.4804302395723 pc / cm3,0.3015995669042428
14131,313.390045166 pc / cm3,215.5162109552,74.6312136873,True,40.0 pc / cm3,38.5552929051569 pc / cm3,234.8347522608431 pc / cm3,0.15749099106982548
14132,221.5971069336 pc / cm3,192.6843877046,19.6048321243,True,40.0 pc / cm3,22.885601454502066 pc / cm3,158.71150547909792 pc / cm3,0.06976105393570908
14133,1160.1497802734 pc / cm3,189.6086526468,10.7121737961,True,40.0 pc / cm3,27.508375879828236 pc / cm3,1092.6414043935717 pc / cm3,1.073049664278207
14134,1478.7967529297 pc / cm3,224.7544051266,42.7718336545,True,40.0 pc / cm3,25.74808524076022 pc / cm3,1413.0486676889398 pc / cm3,1.410322319926665
14135,687.840637207 pc / cm3,233.1084904803,61.1346602433,True,40.0 pc / cm3,35.005480879471136 pc / cm3,612.8351563275288 pc / cm3,0.567926696156628
14136,618.288269043 pc / cm3,173.9857288169,35.2812619947,True,40.0 pc / cm3,20.323276817316106 pc / cm3,557.9649922256839 pc / cm3,0.5097233659447323
14137,19.0055904388 pc / cm3,180.135558166,26.1073603819,True,40.0 pc / cm3,19.971405115411077 pc / cm3,0,
14138,508.2984619141 pc / cm3,217.3302228441,23.3311172007,True,40.0 pc / cm3,21.529061380244748 pc / cm3,446.7694005338553 pc / cm3,0.39082607895303395
14139,638.9113769531 pc / cm3,232.5581981405,43.5466005694,True,40.0 pc / cm3,28.12447830030337 pc / cm3,570.7868986527966 pc / cm3,0.5233460356283431
14140,1143.5704345703 pc / cm3,181.2959356686,74.6331689948,True,40.0 pc / cm3,38.522821141294685 pc / cm3,1065.0476134290052 pc / cm3,1.0440276081895552
14141,632.4413452148 pc / cm3,113.5463518742,45.5311227378,True,40.0 pc / cm3,60.66576903615162 pc / cm3,531.7755761786484 pc / cm3,0.4818503328289345
14142,337.6525268555 pc / cm3,257.7587578132,62.3080593876,True,40.0 pc / cm3,42.03801211012497 pc / cm3,255.61451474537506 pc / cm3,0.18097282640029008
14143,1085.7448730469 pc / cm3,321.5581152025,64.1875853269,False,40.0 pc / cm3,130.85394744369893 pc / cm3,914.8909256032011 pc / cm3,0.886060034298292
14144,157.3015899658 pc / cm3,282.3871095022,50.5697740483,True,40.0 pc / cm3,65.03657389407927 pc / cm3,52.26501607172072 pc / cm3,
14145,558.0364990234 pc / cm3,157.1516671008,42.0552641633,True,40.0 pc / cm3,33.13097265019604 pc / cm3,484.90552637320394 pc / cm3,0.4317799469838052
14146,287.9144897461 pc / cm3,233.1084904803,28.8140718953,True,40.0 pc / cm3,29.34340233636153 pc / cm3,218.57108740973848 pc / cm3,0.1389858047965071
14147,1402.7742919922 pc / cm3,108.3586553696,67.4992483619,True,40.0 pc / cm3,56.705755091737004 pc / cm3,1306.068536900463 pc / cm3,1.2975280669182627
14148,501.0197143555 pc / cm3,266.82339706,58.3851255256,True,40.0 pc / cm3,46.254633519180324 pc / cm3,414.76508083631967 pc / cm3,0.35627837189128325
14149,1397.1131591797 pc / cm3,233.016076745,82.1190198268,True,40.0 pc / cm3,45.60047503557967 pc / cm3,1311.5126841441204 pc / cm3,1.3032611151263296
14150,575.8289794922 pc / cm3,262.8819598715,12.6510002608,True,40.0 pc / cm3,73.83163541009064 pc / cm3,461.99734408210935 pc / cm3,0.4072048726715871
14151,147.1922302246 pc / cm3,174.9913461544,17.926978699,True,40.0 pc / cm3,27.27300876238966 pc / cm3,79.91922146221033 pc / cm3,
14152,292.7669677734 pc / cm3,4.1187640527,34.9281388849,False,40.0 pc / cm3,54.12707728798197 pc / cm3,198.63989048541802 pc / cm3,0.11614205220742031
14153,695.1193847656 pc / cm3,173.270030884,31.1568870203,True,40.0 pc / cm3,20.306037535206887 pc / cm3,634.8133472303931 pc / cm3,0.5911792320075223
14154,335.2262573242 pc / cm3,132.4355005672,52.7984332473,True,40.0 pc / cm3,43.6194785940434 pc / cm3,251.60677873015658 pc / cm3,0.17645738285705692
14155,1502.6547851562 pc / cm3,193.4497983975,71.1345086025,True,40.0 pc / cm3,36.04601017950177 pc / cm3,1426.6087749766982 pc / cm3,1.4246434427885737
14156,722.6168212891 pc / cm3,164.5122438983,48.629296772,True,40.0 pc / cm3,31.777130421654988 pc / cm3,650.839690867445 pc / cm3,0.608116701308031
14157,3110.4467773438 pc / cm3,133.4104061059,20.9497739657,True,40.0 pc / cm3,46.934132510307975 pc / cm3,3023.5126448334922 pc / cm3,3.211968682484897
14158,1103.1330566406 pc / cm3,111.9315923015,75.4545014517,True,40.0 pc / cm3,53.48228501556537 pc / cm3,1009.6507716250346 pc / cm3,0.9857312034856754
14159,1918.3515625 pc / cm3,111.1285365781,38.0217418356,True,40.0 pc / cm3,69.17919275605333 pc / cm3,1809.1723697439468 pc / cm3,1.8321976619540556
14160,221.5971069336 pc / cm3,157.5283948021,60.1150424499,True,40.0 pc / cm3,35.76314907062577 pc / cm3,145.83395786297422 pc / cm3,0.05460545598237792
14161,1040.0506591797 pc / cm3,186.0590097652,68.7398154835,True,40.0 pc / cm3,35.68335945088127 pc / cm3,964.3672997288187 pc / cm3,0.9380880339227006
14162,944.2139282227 pc / cm3,123.4276959386,74.5960435861,True,40.0 pc / cm3,49.22620399930055 pc / cm3,854.9877242233995 pc / cm3,0.8230852471322266
14163,461.3910522461 pc / cm3,235.2905745053,23.5707820797,True,40.0 pc / cm3,26.478391062751864 pc / cm3,394.9126611833481 pc / cm3,0.3347539571281799
14164,477.1616516113 pc / cm3,158.7539786649,19.6332247744,True,40.0 pc / cm3,33.34214110982249 pc / cm3,403.8195105014775 pc / cm3,0.3444204874756368
