event_id,dm,RA,Dec,is_in_DESI,DMhalo,DMISM,DM_Cosm,z
2857,142.7441101074 pc / cm3,309.8829236549,20.0801976767,False,40.0 pc / cm3,112.34988403974451 pc / cm3,0,
2858,655.4907226562 pc / cm3,216.8107343676,69.9247082009,True,40.0 pc / cm3,36.09941701860521 pc / cm3,579.3913056375948 pc / cm3,0.5324798634696791
2859,368.7893371582 pc / cm3,43.2514612071,-1.2919902919,True,40.0 pc / cm3,36.61197267710654 pc / cm3,292.17736448109343 pc / cm3,0.22189566497536822
2860,729.8955688477 pc / cm3,17.4980244881,19.6332247744,True,40.0 pc / cm3,39.31127374480404 pc / cm3,650.584295102896 pc / cm3,0.6078468963491882
2861,567.337097168 pc / cm3,149.3600128107,39.2994249555,True,40.0 pc / cm3,36.197633395145935 pc / cm3,491.13946377285407 pc / cm3,0.4384550331684196
2862,1325.1345214844 pc / cm3,207.3969520273,55.2508490347,True,40.0 pc / cm3,30.62942152146475 pc / cm3,1254.5050999629352 pc / cm3,1.243256208683274
2863,1298.8500976562 pc / cm3,123.6789634522,60.5960276621,True,40.0 pc / cm3,48.295210944293785 pc / cm3,1210.5548867119062 pc / cm3,1.1970281745701359
2864,830.1803588867 pc / cm3,271.9400432458,29.4381946107,True,40.0 pc / cm3,69.29767141731305 pc / cm3,720.882687469387 pc / cm3,0.6819998374040734
2865,694.3106079102 pc / cm3,288.2603039265,24.6332825864,False,40.0 pc / cm3,235.85775587404234 pc / cm3,418.45285203615765 pc / cm3,0.3602684287089359
2866,949.06640625 pc / cm3,147.0168514637,55.6346287904,True,40.0 pc / cm3,37.73221343129886 pc / cm3,871.3341928187011 pc / cm3,0.8402694372461316
2867,283.0619812012 pc / cm3,114.6105186944,66.237744181,True,40.0 pc / cm3,53.065380345801685 pc / cm3,189.99660085539833 pc / cm3,0.10617498661463085
2868,211.8921203613 pc / cm3,114.3273256283,43.5832262441,True,40.0 pc / cm3,60.74483990041318 pc / cm3,111.1472804608868 pc / cm3,0.013233141316760724
2869,570.9764404297 pc / cm3,173.4095369163,34.9441339982,True,40.0 pc / cm3,20.35906053056686 pc / cm3,510.61737989913314 pc / cm3,0.4592796236456234
2870,288.3188476562 pc / cm3,125.8210587702,82.6720433649,True,40.0 pc / cm3,50.76268739259572 pc / cm3,197.55616026360426 pc / cm3,0.1148944220418019
2871,367.1718444824 pc / cm3,216.4038016377,40.3562098838,True,40.0 pc / cm3,24.26188021194204 pc / cm3,302.909964270458 pc / cm3,0.23382201873006764
2872,218.3621063232 pc / cm3,191.8405597502,72.9573039361,True,40.0 pc / cm3,37.07407516493526 pc / cm3,141.28803115826474 pc / cm3,0.04923025321752124
2873,621.5232543945 pc / cm3,180.5325730042,27.9725673559,True,40.0 pc / cm3,19.92756834666034 pc / cm3,561.5956860478396 pc / cm3,0.5135822923351113
2874,326.7344055176 pc / cm3,270.3733247532,3.0300527719,False,40.0 pc / cm3,157.2272804281399 pc / cm3,129.50712508946012 pc / cm3,0.03523635756783427
2875,30.3280696869 pc / cm3,252.9032435883,29.4508448098,True,40.0 pc / cm3,41.19502315069722 pc / cm3,0,
2876,1256.7952880859 pc / cm3,182.6017793302,51.6941661216,True,40.0 pc / cm3,28.968678854036245 pc / cm3,1187.8266092318638 pc / cm3,1.1731290313570968
2877,600.0914306641 pc / cm3,114.6105186944,76.7978174947,True,40.0 pc / cm3,52.64011072437074 pc / cm3,507.4513199397293 pc / cm3,0.4558978140477086
2878,872.6396484375 pc / cm3,123.4276959386,19.2322317333,True,40.0 pc / cm3,59.323747886546336 pc / cm3,773.3159005509536 pc / cm3,0.7371996699809088
2879,1724.2518310547 pc / cm3,19.8655109382,26.0988052985,True,40.0 pc / cm3,44.324770379719766 pc / cm3,1639.9270606749803 pc / cm3,1.6509259942923655
2880,409.6311340332 pc / cm3,174.670660103,63.0042762528,True,40.0 pc / cm3,33.817284790720954 pc / cm3,335.813849242479 pc / cm3,0.2701701134173342
2881,1164.5623779297 pc / cm3,14.2838210021,33.5972150106,True,40.0 pc / cm3,52.02316391077607 pc / cm3,1072.539214018924 pc / cm3,1.0519078612783308
2882,120.9079055786 pc / cm3,130.6789723421,12.1983097035,True,40.0 pc / cm3,52.91066146525136 pc / cm3,27.997244113348636 pc / cm3,
2883,279.8269958496 pc / cm3,114.3273256283,46.7288183662,True,40.0 pc / cm3,59.101590186234986 pc / cm3,180.725405663365 pc / cm3,0.09544054629214613
2884,649.4250488281 pc / cm3,264.8124574418,74.6461589057,True,40.0 pc / cm3,47.380543343559445 pc / cm3,562.0445054845405 pc / cm3,0.5140592427844729
2885,574.2114868164 pc / cm3,100.6582908727,10.2161486951,False,40.0 pc / cm3,152.9358423127128 pc / cm3,381.2756445036872 pc / cm3,0.3199221551000211
2886,2475.9836425781 pc / cm3,203.1263314131,50.9010008936,True,40.0 pc / cm3,29.47630930563315 pc / cm3,2406.507333272467 pc / cm3,2.490542825135128
2887,713.7205810547 pc / cm3,121.9497070264,65.9146203108,True,40.0 pc / cm3,49.08221212585018 pc / cm3,624.6383689288498 pc / cm3,0.5804180563112699
2888,568.1458740234 pc / cm3,274.744879563,17.116825744,False,40.0 pc / cm3,115.64231646445904 pc / cm3,412.50355755894094 pc / cm3,0.3538302194627871
2889,440.7679443359 pc / cm3,239.9727089897,15.7469813853,True,40.0 pc / cm3,32.05215067502742 pc / cm3,368.7157936608726 pc / cm3,0.3062261500029424
2890,862.1259155273 pc / cm3,241.6417303908,64.2441584737,True,40.0 pc / cm3,37.56434509978538 pc / cm3,784.5615704275147 pc / cm3,0.7490306400685439
2891,137.0828704834 pc / cm3,190.412288661,73.3387769615,True,40.0 pc / cm3,37.31147000480861 pc / cm3,59.77140047859139 pc / cm3,
2892,176.3071746826 pc / cm3,229.8492314694,69.6176504833,True,40.0 pc / cm3,37.3509954425289 pc / cm3,98.9561792400711 pc / cm3,
2893,353.018737793 pc / cm3,254.723949117,63.7372182255,True,40.0 pc / cm3,41.15361579826014 pc / cm3,271.86512199473987 pc / cm3,0.19921990330586514
2894,538.6265258789 pc / cm3,33.9396573454,82.1592229434,False,40.0 pc / cm3,71.65960145058612 pc / cm3,426.96692442831386 pc / cm3,0.3694709424703779
2895,653.064453125 pc / cm3,276.0242423655,75.7288186276,True,40.0 pc / cm3,51.58214464248582 pc / cm3,561.4823084825142 pc / cm3,0.5134618056487265
2896,2195.7521972656 pc / cm3,277.8690429121,41.9442723016,True,40.0 pc / cm3,65.4293102189612 pc / cm3,2090.3228870466387 pc / cm3,2.137958372500098
2897,826.9453735352 pc / cm3,193.1425725221,65.1421560346,True,40.0 pc / cm3,33.37530872273337 pc / cm3,753.5700648124666 pc / cm3,0.7164199881709662
2898,471.9047851562 pc / cm3,197.2774681737,55.8018455641,True,40.0 pc / cm3,30.435129490734194 pc / cm3,401.4696556654658 pc / cm3,0.34187174710940865
2899,1381.3002929688 pc / cm3,173.8755609136,24.6328067795,True,40.0 pc / cm3,23.80118504633525 pc / cm3,1317.4991079224649 pc / cm3,1.3095659540948912
2900,143.957244873 pc / cm3,172.1394297574,72.1041123925,True,40.0 pc / cm3,37.85130995220051 pc / cm3,66.1059349207995 pc / cm3,
2901,331.5869140625 pc / cm3,276.8558548494,58.2417621139,True,40.0 pc / cm3,53.753176824819114 pc / cm3,237.83373723768088 pc / cm3,0.1608908278839746
2902,624.7582397461 pc / cm3,283.4642420203,52.9102186308,True,40.0 pc / cm3,64.73806908258248 pc / cm3,520.0201706635175 pc / cm3,0.46931629935047325
2903,808.7485351562 pc / cm3,267.9014625514,43.1942286082,True,40.0 pc / cm3,50.58087730393215 pc / cm3,718.1676578522678 pc / cm3,0.6791394759447568
2904,298.0238342285 pc / cm3,353.2694081988,10.4323582883,True,40.0 pc / cm3,35.86243523644404 pc / cm3,222.16139899205595 pc / cm3,0.14308101226282122
2905,409.226776123 pc / cm3,185.0989818512,53.3085875921,True,40.0 pc / cm3,29.788281069771998 pc / cm3,339.438495053228 pc / cm3,0.27415566067974834
2906,210.2746276855 pc / cm3,96.1209291583,27.1299001629,False,40.0 pc / cm3,133.1422467732324 pc / cm3,37.13238091226762 pc / cm3,
2907,575.8289794922 pc / cm3,331.7848500406,24.6332825864,True,40.0 pc / cm3,56.85072879029908 pc / cm3,478.97825070190095 pc / cm3,0.4254284168567521
2908,479.1835021973 pc / cm3,143.2249199651,66.5853748009,True,40.0 pc / cm3,40.98540840146467 pc / cm3,398.19809379583535 pc / cm3,0.33832146272419517
2909,1230.5108642578 pc / cm3,1.0012587911,26.5138138709,True,40.0 pc / cm3,44.07884792629248 pc / cm3,1146.4320163315076 pc / cm3,1.1296076429496087
2910,489.6972351074 pc / cm3,202.5628765338,31.1058809071,True,40.0 pc / cm3,22.904358708039908 pc / cm3,426.79287639936007 pc / cm3,0.36928295114494936
2911,783.6773071289 pc / cm3,116.7291084414,27.0385040529,True,40.0 pc / cm3,66.01313238097607 pc / cm3,677.6641747479239 pc / cm3,0.6364364792730347
2912,577.446472168 pc / cm3,277.4420836125,40.0298606101,True,40.0 pc / cm3,66.7975603203311 pc / cm3,470.6489118476689 pc / cm3,0.41649470673230227
2913,72.7873687744 pc / cm3,216.1499873547,82.6122952743,True,40.0 pc / cm3,44.86632944520008 pc / cm3,0,
2914,831.7978515625 pc / cm3,213.9030279167,9.8995796585,True,40.0 pc / cm3,23.976998611192087 pc / cm3,767.8208529513079 pc / cm3,0.7314177486605676
2915,519.2165527344 pc / cm3,130.2036351722,57.0750177514,True,40.0 pc / cm3,44.75639328843045 pc / cm3,434.46015944596957 pc / cm3,0.3775594897561853
2916,1102.7286376953 pc / cm3,173.4942634244,33.6956619929,True,40.0 pc / cm3,20.317236066173514 pc / cm3,1042.4114016291264 pc / cm3,1.0202120410526974
2917,760.2236328125 pc / cm3,265.5699565085,41.5932215273,True,40.0 pc / cm3,49.12792705910315 pc / cm3,671.0957057533968 pc / cm3,0.6295050281476352
2918,896.4977416992 pc / cm3,271.0549854021,83.1241077508,False,40.0 pc / cm3,51.64282928831751 pc / cm3,804.8549124108824 pc / cm3,0.770374953397036
2919,668.0263061523 pc / cm3,141.3826840623,31.0840451017,True,40.0 pc / cm3,39.9092680694419 pc / cm3,588.1170380828581 pc / cm3,0.5417363153611608
2920,739.1961669922 pc / cm3,106.5374270608,12.6679743242,False,40.0 pc / cm3,118.70675237995947 pc / cm3,580.4894146122406 pc / cm3,0.5336450971698167
2921,1096.6295166016 pc / cm3,332.9478864796,48.7191573065,False,40.0 pc / cm3,180.54999497979182 pc / cm3,876.0795216218082 pc / cm3,0.8452579189613411
2922,1502.2503662109 pc / cm3,261.4030239611,73.6731252369,True,40.0 pc / cm3,45.98299533354207 pc / cm3,1416.267370877358 pc / cm3,1.4137211085763923
2923,449.6641845703 pc / cm3,122.9464609899,34.5068530825,True,40.0 pc / cm3,53.95702559516496 pc / cm3,355.70715897513503 pc / cm3,0.2920024205914066
2924,383.3468017578 pc / cm3,334.540294215,47.0680417201,False,40.0 pc / cm3,151.68709334653397 pc / cm3,191.65970841126602 pc / cm3,0.10809578490275368
2925,1485.2667236328 pc / cm3,28.8743334267,39.6034101769,False,40.0 pc / cm3,68.01470050064624 pc / cm3,1377.2520231321537 pc / cm3,1.3725449286245728
2926,470.6916503906 pc / cm3,240.2084919049,80.3249125503,True,40.0 pc / cm3,44.97802771197442 pc / cm3,385.7136226786256 pc / cm3,0.3247532814310268
2927,701.5893554688 pc / cm3,188.7548438789,18.4683006405,True,40.0 pc / cm3,23.325294126897926 pc / cm3,638.2640613419021 pc / cm3,0.5948273475465325
2928,415.6967468262 pc / cm3,121.1379764441,-5.0722372252,True,40.0 pc / cm3,91.8005923109834 pc / cm3,283.8961545152166 pc / cm3,0.2126678077086779
2929,693.90625 pc / cm3,270.5107108086,8.8950908391,False,40.0 pc / cm3,122.59383763575498 pc / cm3,531.312412364245 pc / cm3,0.4813567722097755
2930,533.7740478516 pc / cm3,216.1003806176,28.7653738661,True,40.0 pc / cm3,21.403589799528863 pc / cm3,472.37045805207117 pc / cm3,0.41834196726776035
2931,338.0568847656 pc / cm3,179.1856284956,28.0755579178,True,40.0 pc / cm3,19.985882103682332 pc / cm3,278.07100266191765 pc / cm3,0.20616292045494283
2932,817.2404174805 pc / cm3,234.636514835,14.5555744951,True,40.0 pc / cm3,28.771408305731253 pc / cm3,748.4690091747688 pc / cm3,0.7110504106434418
2933,478.3747558594 pc / cm3,131.5335741383,45.0843025529,True,40.0 pc / cm3,44.72000079721447 pc / cm3,393.65475506218553 pc / cm3,0.33338746895689625
2934,980.6076049805 pc / cm3,270.3733247532,52.4593344015,True,40.0 pc / cm3,49.64311950575532 pc / cm3,890.9644854747447 pc / cm3,0.8609057718518084
2935,771.1417236328 pc / cm3,248.2883102059,49.3914555094,True,40.0 pc / cm3,37.55123974344421 pc / cm3,693.5904838893558 pc / cm3,0.6532351796120781
2936,74.8092422485 pc / cm3,206.6196450355,31.0557928888,True,40.0 pc / cm3,22.969390126401525 pc / cm3,11.839852122098474 pc / cm3,
2937,143.957244873 pc / cm3,350.8697039258,37.7212774654,False,40.0 pc / cm3,64.45232927674401 pc / cm3,39.504915596256 pc / cm3,
2938,266.8870239258 pc / cm3,237.058885853,51.7391437948,True,40.0 pc / cm3,34.274018846161006 pc / cm3,192.613005079639 pc / cm3,0.1091961459052468
2939,579.4683227539 pc / cm3,182.4388487681,20.281802678,True,40.0 pc / cm3,22.840405916517685 pc / cm3,516.6279168373823 pc / cm3,0.4656965233376244
2940,400.3305358887 pc / cm3,195.4983953079,29.2242014909,True,40.0 pc / cm3,19.902402030223644 pc / cm3,340.4281338584764 pc / cm3,0.2752432349669615
2941,839.4809570312 pc / cm3,9.864331684,4.1440274356,True,40.0 pc / cm3,32.876816964733194 pc / cm3,766.6041400664668 pc / cm3,0.7301374332107932
2942,217.5533599854 pc / cm3,273.9704046467,21.19838202,True,40.0 pc / cm3,95.06926941741362 pc / cm3,82.48409056798637 pc / cm3,
2943,111.6072998047 pc / cm3,131.5335741383,19.7732852556,True,40.0 pc / cm3,48.503399213865585 pc / cm3,23.10390059083442 pc / cm3,
2944,864.9565429688 pc / cm3,222.9212888981,38.4157640627,True,40.0 pc / cm3,23.357192252679777 pc / cm3,801.5993507161203 pc / cm3,0.7669511870792405
2945,169.8371887207 pc / cm3,133.9750697623,35.3461793132,True,40.0 pc / cm3,44.19166050032819 pc / cm3,85.6455282203718 pc / cm3,
2946,314.1988220215 pc / cm3,210.0476445767,79.4331052321,True,40.0 pc / cm3,41.71758653637146 pc / cm3,232.48123548512854 pc / cm3,0.15482023140762224
2947,457.7516784668 pc / cm3,242.9059727141,30.855262268,True,40.0 pc / cm3,30.48312362436619 pc / cm3,387.2685548424338 pc / cm3,0.32644496167919984
2948,108.3723068237 pc / cm3,242.7195248186,57.1814515894,True,40.0 pc / cm3,36.329942898207214 pc / cm3,32.042363925492786 pc / cm3,
2949,1012.5531616211 pc / cm3,251.7193052918,31.3634871034,True,40.0 pc / cm3,39.36027006656924 pc / cm3,933.1928915545308 pc / cm3,0.905303432848055
2950,1119.7124023438 pc / cm3,256.059066957,69.5854981018,True,40.0 pc / cm3,43.03988731727768 pc / cm3,1036.6725150265224 pc / cm3,1.0141727750520728
2951,181.1541442871 pc / cm3,223.0514684542,23.5541914408,True,40.0 pc / cm3,22.18390498095186 pc / cm3,118.97023930614813 pc / cm3,0.022638555665921375
2952,192.0777740479 pc / cm3,202.008003719,44.3115881522,True,40.0 pc / cm3,26.188805604307035 pc / cm3,125.88896844359296 pc / cm3,0.030919428568410328
2953,210.2746276855 pc / cm3,148.4776715126,29.4443806,True,40.0 pc / cm3,36.56599128574279 pc / cm3,133.7086363997572 pc / cm3,0.040237890623518006
2954,1044.9030761719 pc / cm3,117.4152333885,42.8100740548,True,40.0 pc / cm3,57.40243266847935 pc / cm3,947.5006435034206 pc / cm3,0.9203490188899945
2955,608.9876708984 pc / cm3,90.9756401214,56.7617222811,True,40.0 pc / cm3,84.91195212117763 pc / cm3,484.07571877722233 pc / cm3,0.4308910291314298
2956,120.9079055786 pc / cm3,127.6949863128,46.9573236893,True,40.0 pc / cm3,46.985364086947115 pc / cm3,33.92254149165288 pc / cm3,
2957,1016.5969238281 pc / cm3,246.3294593639,58.1155398129,True,40.0 pc / cm3,37.49181260125995 pc / cm3,939.10511122684 pc / cm3,0.911520319198347
2958,169.0284423828 pc / cm3,216.4122603235,-4.4007254119,True,40.0 pc / cm3,30.93952619118607 pc / cm3,98.08891619161392 pc / cm3,
2959,561.271484375 pc / cm3,17.4980244881,55.9538137524,False,40.0 pc / cm3,148.9355067094475 pc / cm3,372.3359776655525 pc / cm3,0.3101774501465948
2960,565.315246582 pc / cm3,251.260126604,29.4463431659,True,40.0 pc / cm3,39.08739869855488 pc / cm3,486.2278478834451 pc / cm3,0.4331962707769006
2961,1119.7124023438 pc / cm3,15.6785368027,79.6779233384,False,40.0 pc / cm3,82.21016353075971 pc / cm3,997.5022388130403 pc / cm3,0.9729467378093641
2962,1368.8068847656 pc / cm3,118.0536209596,42.0042082659,True,40.0 pc / cm3,57.03049359089632 pc / cm3,1271.7763911747036 pc / cm3,1.2614295721234776
2963,29.1149482727 pc / cm3,247.48478733,65.1169656105,True,40.0 pc / cm3,39.248339065136584 pc / cm3,0,
2964,478.3747558594 pc / cm3,334.9638834601,68.7329473368,False,40.0 pc / cm3,127.64495812294082 pc / cm3,310.7297977364592 pc / cm3,0.24248902050980178
2965,823.3060302734 pc / cm3,201.3540797948,53.7033994038,True,40.0 pc / cm3,29.99458672123958 pc / cm3,753.3114435521604 pc / cm3,0.7161477681694994
2966,651.8513183594 pc / cm3,296.4178759173,24.8333175879,False,40.0 pc / cm3,463.7173107359878 pc / cm3,148.13400762341223 pc / cm3,0.05732001202799153
2967,221.5971069336 pc / cm3,163.7430205074,70.368389274,True,40.0 pc / cm3,38.04460430290754 pc / cm3,143.55250263069246 pc / cm3,0.05190948987582809
2968,1180.7728271484 pc / cm3,8.009153004,23.958510885,True,40.0 pc / cm3,41.54325985667143 pc / cm3,1099.2295672917285 pc / cm3,1.0799776810671384
2969,444.811706543 pc / cm3,347.994530671,19.9729142501,True,40.0 pc / cm3,41.855204393344884 pc / cm3,362.95650214965514 pc / cm3,0.2999338478780614
2970,107.9679336548 pc / cm3,150.793665391,40.081991566,True,40.0 pc / cm3,35.632806512568244 pc / cm3,32.33512714223176 pc / cm3,
2971,1446.0423583984 pc / cm3,121.8223031277,74.6471088307,True,40.0 pc / cm3,49.80241539265005 pc / cm3,1356.2399430057499 pc / cm3,1.350387800312092
2972,148.4053497314 pc / cm3,211.9612853397,29.2425642777,True,40.0 pc / cm3,21.663388509667488 pc / cm3,86.74196122173252 pc / cm3,
2973,587.5557861328 pc / cm3,185.727655692,54.374044617,True,40.0 pc / cm3,30.35747159009989 pc / cm3,517.1983145427001 pc / cm3,0.4663052695006044
2974,1245.068359375 pc / cm3,255.7548164568,63.9341762399,True,40.0 pc / cm3,41.55797240105434 pc / cm3,1163.5103869739457 pc / cm3,1.1475630533455485
2975,799.0435791016 pc / cm3,108.1657389501,20.1683287118,False,40.0 pc / cm3,96.12640290793007 pc / cm3,662.91717619367 pc / cm3,0.6208717501148396
2976,3037.6594238281 pc / cm3,197.2774681737,52.7984332473,True,40.0 pc / cm3,29.70069281768462 pc / cm3,2967.9587310104152 pc / cm3,3.1450018912471704
2977,458.9647827148 pc / cm3,247.5890597068,19.7753807997,True,40.0 pc / cm3,37.97103800468676 pc / cm3,380.9937447101132 pc / cm3,0.319615138792123
2978,596.8564453125 pc / cm3,124.696247595,71.2825149763,True,40.0 pc / cm3,48.27087296071314 pc / cm3,508.5855723517869 pc / cm3,0.4571094957547787
2979,262.4389038086 pc / cm3,156.3053331085,73.46666733,True,40.0 pc / cm3,40.67130285998711 pc / cm3,181.76760094861288 pc / cm3,0.09664952288469897
2980,655.4907226562 pc / cm3,259.2124311367,34.8980904173,True,40.0 pc / cm3,45.00408105758736 pc / cm3,570.4866415986127 pc / cm3,0.5230271918854473
2981,516.7903442383 pc / cm3,203.5231807555,65.1421560346,True,40.0 pc / cm3,33.40390142568584 pc / cm3,443.3864428126142 pc / cm3,0.38718249632535795
2982,464.2216491699 pc / cm3,210.4758299881,9.8957387716,True,40.0 pc / cm3,23.894965032244674 pc / cm3,400.3266841376553 pc / cm3,0.34063164226258197
2983,315.4119262695 pc / cm3,152.1093226822,66.1946508999,True,40.0 pc / cm3,38.63195142215331 pc / cm3,236.7799748473467 pc / cm3,0.15969664745902218
2984,888.0059204102 pc / cm3,175.6171295649,32.694977374,True,40.0 pc / cm3,20.15259305450063 pc / cm3,827.8533273556994 pc / cm3,0.7945582024568917
2985,188.0340423584 pc / cm3,166.1236034779,32.0984193611,True,40.0 pc / cm3,27.379431863818642 pc / cm3,120.65461049458136 pc / cm3,0.02465772488937094
2986,635.6763305664 pc / cm3,190.412288661,32.4667813265,True,40.0 pc / cm3,19.815755079687555 pc / cm3,575.8605754867125 pc / cm3,0.5287326381689135
2987,384.5599365234 pc / cm3,136.0691245422,41.6429214814,True,40.0 pc / cm3,42.392872854731294 pc / cm3,302.1670636686687 pc / cm3,0.23299766012634082
2988,308.9419555664 pc / cm3,177.8592451474,80.8839858276,True,40.0 pc / cm3,43.312876275772815 pc / cm3,225.62907929062717 pc / cm3,0.1470308545989364
2989,341.2918701172 pc / cm3,249.6736742352,17.1124387696,True,40.0 pc / cm3,42.149119117618845 pc / cm3,259.14275099958115 pc / cm3,0.18494290544803535
2990,511.1290893555 pc / cm3,185.6175798108,34.5187746695,True,40.0 pc / cm3,19.876608126221754 pc / cm3,451.25248122927826 pc / cm3,0.3956517134623284
2991,80.8748550415 pc / cm3,117.3563650543,83.8105458008,False,40.0 pc / cm3,52.59192065770249 pc / cm3,0,
2992,689.0537719727 pc / cm3,171.3386045128,70.4411874693,True,40.0 pc / cm3,37.58539117119158 pc / cm3,611.4683808015085 pc / cm3,0.5664796428396335
2993,428.63671875 pc / cm3,189.483935813,0.0,True,40.0 pc / cm3,30.837961185207067 pc / cm3,357.79875756479294 pc / cm3,0.29429211517862397
2994,1180.7728271484 pc / cm3,176.9048989542,50.9010008936,True,40.0 pc / cm3,29.32056312712054 pc / cm3,1111.4522640212795 pc / cm3,1.0928300097670283
2995,169.0284423828 pc / cm3,248.8851472482,35.7226255837,True,40.0 pc / cm3,36.072499830783734 pc / cm3,92.95594255201627 pc / cm3,
2996,213.5096130371 pc / cm3,177.0106902424,23.7127937347,True,40.0 pc / cm3,22.235319371995793 pc / cm3,151.2742936651042 pc / cm3,0.06102081120758093
2997,375.2593078613 pc / cm3,252.1317011039,40.4718479202,True,40.0 pc / cm3,38.49779529940002 pc / cm3,296.76151256189996 pc / cm3,0.22699418057725274
2998,169.8371887207 pc / cm3,204.8262116495,28.7653738661,True,40.0 pc / cm3,23.10161395149117 pc / cm3,106.73557476920882 pc / cm3,0.00790858446502246
2999,380.1118164062 pc / cm3,126.7965608931,71.6851977147,True,40.0 pc / cm3,47.541310932902554 pc / cm3,292.57050547329743 pc / cm3,0.2223331851980704
3000,417.314239502 pc / cm3,331.7793322167,61.8715901278,False,40.0 pc / cm3,190.95979606930536 pc / cm3,186.35444343269467 pc / cm3,0.10196344707797984
3001,259.203918457 pc / cm3,102.6670830426,66.583669828,True,40.0 pc / cm3,61.08899731162298 pc / cm3,158.114921145377 pc / cm3,0.0690611913744066
3002,2195.7521972656 pc / cm3,265.4109621577,25.0699108094,True,40.0 pc / cm3,60.342719971291345 pc / cm3,2095.4094772943085 pc / cm3,2.1435520951655533
3003,642.1463623047 pc / cm3,216.1499873547,74.1818344543,True,40.0 pc / cm3,38.31511915438816 pc / cm3,563.8312431503118 pc / cm3,0.5159577896845565
3004,634.0588378906 pc / cm3,37.8729053144,83.2078468419,False,40.0 pc / cm3,68.21559501335143 pc / cm3,525.8432428772486 pc / cm3,0.475526942496977
