event_id,dm,RA,Dec,DMhalo,DMISM,DM_Cosm,z
187,332.8000183105 pc / cm3,166.9010556763,38.0398587436,40.0 pc / cm3,75.0 pc / cm3,117.80001831049998 pc / cm3,0.13810553660947644
188,855.6559448242 pc / cm3,35.0496143315,2.4715217585,40.0 pc / cm3,75.0 pc / cm3,640.6559448242 pc / cm3,0.7028247883223883
189,624.7582397461 pc / cm3,40.3122259505,39.6750164236,40.0 pc / cm3,75.0 pc / cm3,409.7582397461 pc / cm3,0.4583620544056443
190,707.2506103516 pc / cm3,232.1416859303,59.3318875822,40.0 pc / cm3,75.0 pc / cm3,492.2506103516 pc / cm3,0.5461192189610475
191,411.248626709 pc / cm3,289.5856425202,76.5936078419,40.0 pc / cm3,75.0 pc / cm3,196.248626709 pc / cm3,0.22642408052638038
192,255.9689178467 pc / cm3,271.852992386,62.9095565322,40.0 pc / cm3,75.0 pc / cm3,40.96891784670001 pc / cm3,0.04885241804253544
193,402.3523864746 pc / cm3,25.9354112735,64.1510273907,40.0 pc / cm3,75.0 pc / cm3,187.3523864746 pc / cm3,0.21652190309887895
194,399.5217895508 pc / cm3,195.4983953079,89.4289530523,40.0 pc / cm3,75.0 pc / cm3,184.5217895508 pc / cm3,0.21336575987010994
195,900.9458618164 pc / cm3,195.9918452663,24.2147117736,40.0 pc / cm3,75.0 pc / cm3,685.9458618164 pc / cm3,0.7504868245142402
196,1578.2728271484 pc / cm3,313.4945949453,85.3971507446,40.0 pc / cm3,75.0 pc / cm3,1363.2728271484 pc / cm3,1.4633972537999203
197,988.2907104492 pc / cm3,205.5280552356,75.0672900414,40.0 pc / cm3,75.0 pc / cm3,773.2907104492 pc / cm3,0.8423262069650842
198,975.7551269531 pc / cm3,322.8389468324,21.9471869467,40.0 pc / cm3,75.0 pc / cm3,760.7551269531 pc / cm3,0.829148264177858
199,936.5308227539 pc / cm3,65.8600427141,73.7974978234,40.0 pc / cm3,75.0 pc / cm3,721.5308227539 pc / cm3,0.787910500209827
200,1489.71484375 pc / cm3,155.8535081456,36.3317441488,40.0 pc / cm3,75.0 pc / cm3,1274.71484375 pc / cm3,1.3698688260303287
201,378.0899353027 pc / cm3,4.0862995343,35.1218087494,40.0 pc / cm3,75.0 pc / cm3,163.08993530269998 pc / cm3,0.18937881465150114
202,108.3723068237 pc / cm3,0.5628646918,26.1974982246,40.0 pc / cm3,75.0 pc / cm3,0,
203,779.2292480469 pc / cm3,154.0584746317,35.2931523101,40.0 pc / cm3,75.0 pc / cm3,564.2292480469 pc / cm3,0.6222569919855803
204,1636.5026855469 pc / cm3,208.0086403075,18.4902466981,40.0 pc / cm3,75.0 pc / cm3,1421.5026855469 pc / cm3,1.5250529450191386
205,361.9149780273 pc / cm3,322.2997914565,60.2944275089,40.0 pc / cm3,75.0 pc / cm3,146.91497802729998 pc / cm3,0.171163208428325
206,208.657119751 pc / cm3,133.2407973973,36.824496742,40.0 pc / cm3,75.0 pc / cm3,-6.34288024899999 pc / cm3,
207,1256.7952880859 pc / cm3,65.9298961468,40.2679237199,40.0 pc / cm3,75.0 pc / cm3,1041.7952880859 pc / cm3,1.1247327912673866
208,778.4204711914 pc / cm3,141.7700464093,53.7081627565,40.0 pc / cm3,75.0 pc / cm3,563.4204711914 pc / cm3,0.6214031220411811
209,308.9419555664 pc / cm3,156.3053331085,48.4200229372,40.0 pc / cm3,75.0 pc / cm3,93.9419555664 pc / cm3,0.11072933296978806
210,718.573059082 pc / cm3,272.5316511605,71.1892124951,40.0 pc / cm3,75.0 pc / cm3,503.573059082 pc / cm3,0.5581180761959535
211,689.0537719727 pc / cm3,211.2334544477,42.2675336728,40.0 pc / cm3,75.0 pc / cm3,474.0537719727 pc / cm3,0.52681464638244
212,268.1001281738 pc / cm3,205.7999503014,52.1320741883,40.0 pc / cm3,75.0 pc / cm3,53.10012817379999 pc / cm3,0.06316969525259711
213,29.1149482727 pc / cm3,85.8504838564,27.1502934408,40.0 pc / cm3,75.0 pc / cm3,0,
214,530.5390625 pc / cm3,298.9211792306,78.201213466,40.0 pc / cm3,75.0 pc / cm3,315.5390625 pc / cm3,0.3571160044869079
215,452.8991699219 pc / cm3,201.7483150913,61.3392526863,40.0 pc / cm3,75.0 pc / cm3,237.8991699219 pc / cm3,0.2724634927643169
216,461.3910522461 pc / cm3,97.968583381,62.5890996953,40.0 pc / cm3,75.0 pc / cm3,246.3910522461 pc / cm3,0.28179085558344547
217,253.5426635742 pc / cm3,331.7793322167,73.7526179763,40.0 pc / cm3,75.0 pc / cm3,38.54266357419999 pc / cm3,0.04597751747823069
218,1812.0010986328 pc / cm3,356.7765368003,48.6157643319,40.0 pc / cm3,75.0 pc / cm3,1597.0010986328 pc / cm3,1.7118567996275695
219,29.1149482727 pc / cm3,278.9516068319,89.8124509518,40.0 pc / cm3,75.0 pc / cm3,0,
220,929.6564331055 pc / cm3,347.0428657948,48.7191573065,40.0 pc / cm3,75.0 pc / cm3,714.6564331055 pc / cm3,0.7806821047089522
221,1171.0678710938 pc / cm3,195.550395667,81.2277097771,40.0 pc / cm3,75.0 pc / cm3,956.0678710938 pc / cm3,1.0345809830712522
222,714.9337158203 pc / cm3,122.7848400546,31.5832905046,40.0 pc / cm3,75.0 pc / cm3,499.9337158203 pc / cm3,0.554262339563327
223,217.9577331543 pc / cm3,117.8795570551,29.4560094778,40.0 pc / cm3,75.0 pc / cm3,2.9577331543000014 pc / cm3,0.0033370232220381606
224,754.1580200195 pc / cm3,187.3687020998,2.4769053542,40.0 pc / cm3,75.0 pc / cm3,539.1580200195 pc / cm3,0.5957723340111551
225,574.2114868164 pc / cm3,322.8389468324,37.6076681956,40.0 pc / cm3,75.0 pc / cm3,359.2114868164 pc / cm3,0.404211135843635
226,428.63671875 pc / cm3,206.2900579462,62.5395315698,40.0 pc / cm3,75.0 pc / cm3,213.63671875 pc / cm3,0.2457061606597621
227,246.2639312744 pc / cm3,291.0549149395,46.9555217969,40.0 pc / cm3,75.0 pc / cm3,31.263931274399994 pc / cm3,0.03732915843096039
228,1321.4951171875 pc / cm3,17.2746598906,15.9700865509,40.0 pc / cm3,75.0 pc / cm3,1106.4951171875 pc / cm3,1.192758992813519
229,1095.0455322266 pc / cm3,206.67121409,83.8091787403,40.0 pc / cm3,75.0 pc / cm3,880.0455322266 pc / cm3,0.9545800771326339
230,74.8092422485 pc / cm3,336.2485935161,46.3238810505,40.0 pc / cm3,75.0 pc / cm3,0,
231,477.1616516113 pc / cm3,255.458124422,81.4195392679,40.0 pc / cm3,75.0 pc / cm3,262.1616516113 pc / cm3,0.29906482472505785
232,797.0216674805 pc / cm3,136.8420500274,41.149039744,40.0 pc / cm3,75.0 pc / cm3,582.0216674805 pc / cm3,0.6410337192279324
233,500.2109680176 pc / cm3,26.2386603321,33.6956619929,40.0 pc / cm3,75.0 pc / cm3,285.2109680176 pc / cm3,0.3242063098310956
234,476.3529052734 pc / cm3,206.3529887196,-6.4241107198,40.0 pc / cm3,75.0 pc / cm3,261.3529052734 pc / cm3,0.29818045442332375
235,444.811706543 pc / cm3,112.8591246283,70.2889202536,40.0 pc / cm3,75.0 pc / cm3,229.811706543 pc / cm3,0.26356259464926024
236,554.8015136719 pc / cm3,250.5957756025,70.8577778139,40.0 pc / cm3,75.0 pc / cm3,339.8015136719 pc / cm3,0.3833193453806731
237,1492.9498291016 pc / cm3,117.4152333885,51.1768439125,40.0 pc / cm3,75.0 pc / cm3,1277.9498291016 pc / cm3,1.3732809756748827
238,360.7018432617 pc / cm3,111.5169032664,48.259110488,40.0 pc / cm3,75.0 pc / cm3,145.7018432617 pc / cm3,0.16979289562525193
239,894.4758911133 pc / cm3,190.5000994682,72.3331169055,40.0 pc / cm3,75.0 pc / cm3,679.4758911133 pc / cm3,0.7436805522849025
240,535.7958984375 pc / cm3,182.5452045394,48.53955644,40.0 pc / cm3,75.0 pc / cm3,320.7958984375 pc / cm3,0.36280223512301507
241,282.657623291 pc / cm3,267.9846945772,62.2287703721,40.0 pc / cm3,75.0 pc / cm3,67.657623291 pc / cm3,0.08023042279867812
242,448.0466918945 pc / cm3,145.338354915,70.4403380349,40.0 pc / cm3,75.0 pc / cm3,233.0466918945 pc / cm3,0.26712507261713025
243,204.2089996338 pc / cm3,125.7252233551,66.7410077735,40.0 pc / cm3,75.0 pc / cm3,-10.791000366199995 pc / cm3,
244,337.6525268555 pc / cm3,261.2669635339,36.107312352,40.0 pc / cm3,75.0 pc / cm3,122.65252685550001 pc / cm3,0.14364075408663288
245,458.9647827148 pc / cm3,204.9977995713,86.5359784495,40.0 pc / cm3,75.0 pc / cm3,243.96478271479998 pc / cm3,0.27912778096840835
246,928.8477172852 pc / cm3,4.3135057267,88.3430124101,40.0 pc / cm3,75.0 pc / cm3,713.8477172852 pc / cm3,0.7798317111646337
247,1193.6763916016 pc / cm3,211.9612853397,61.8162491947,40.0 pc / cm3,75.0 pc / cm3,978.6763916016 pc / cm3,1.058362901127105
248,440.3635864258 pc / cm3,146.4325785717,46.7057960327,40.0 pc / cm3,75.0 pc / cm3,225.3635864258 pc / cm3,0.2586594671540402
249,579.4683227539 pc / cm3,182.923540705,78.0349250099,40.0 pc / cm3,75.0 pc / cm3,364.4683227539 pc / cm3,0.4098592654337392
250,1258.8171386719 pc / cm3,342.5234409653,19.6388916218,40.0 pc / cm3,75.0 pc / cm3,1043.8171386719 pc / cm3,1.1268584789008183
251,1818.0667724609 pc / cm3,69.020126675,39.302764896,40.0 pc / cm3,75.0 pc / cm3,1603.0667724609 pc / cm3,1.718343631075457
252,1687.0494384766 pc / cm3,193.8137235615,82.5776002444,40.0 pc / cm3,75.0 pc / cm3,1472.0494384766 pc / cm3,1.5786940018969855
253,1336.4569091797 pc / cm3,122.602065473,73.6329866298,40.0 pc / cm3,75.0 pc / cm3,1121.4569091797 pc / cm3,1.2084932573864273
254,524.473449707 pc / cm3,294.1058061028,61.988730117,40.0 pc / cm3,75.0 pc / cm3,309.473449707 pc / cm3,0.35054854443071415
255,788.1254272461 pc / cm3,126.6382772443,68.2592949817,40.0 pc / cm3,75.0 pc / cm3,573.1254272461 pc / cm3,0.631647122764839
256,114.4379196167 pc / cm3,117.4152333885,89.0184985401,40.0 pc / cm3,75.0 pc / cm3,0,
257,1917.9471435547 pc / cm3,109.0664179669,69.8844148554,40.0 pc / cm3,75.0 pc / cm3,1702.9471435547 pc / cm3,1.8254969608025517
258,29.1149482727 pc / cm3,150.9922779035,35.6080651947,40.0 pc / cm3,75.0 pc / cm3,0,
259,383.7511901855 pc / cm3,256.059066957,7.8382318429,40.0 pc / cm3,75.0 pc / cm3,168.75119018549998 pc / cm3,0.19573093694327634
260,480.800994873 pc / cm3,283.7932960498,57.9652826783,40.0 pc / cm3,75.0 pc / cm3,265.800994873 pc / cm3,0.3030425605667646
261,603.7307739258 pc / cm3,12.3250885897,74.2189730853,40.0 pc / cm3,75.0 pc / cm3,388.7307739258 pc / cm3,0.43587649481059726
262,331.9912719727 pc / cm3,58.5840816931,60.1731996006,40.0 pc / cm3,75.0 pc / cm3,116.99127197270002 pc / cm3,0.13718196505147823
263,305.3025817871 pc / cm3,24.0590977653,76.1920542614,40.0 pc / cm3,75.0 pc / cm3,90.3025817871 pc / cm3,0.10652848732772888
264,668.0263061523 pc / cm3,313.0781777533,86.8038725764,40.0 pc / cm3,75.0 pc / cm3,453.0263061523 pc / cm3,0.5044722788957571
265,350.9968566895 pc / cm3,168.0838527435,52.3060302378,40.0 pc / cm3,75.0 pc / cm3,135.99685668950002 pc / cm3,0.1588088738624732
266,1203.4178466797 pc / cm3,62.9734833973,87.3600582635,40.0 pc / cm3,75.0 pc / cm3,988.4178466797 pc / cm3,1.0686080283677466
267,677.731262207 pc / cm3,235.008976078,52.4702982123,40.0 pc / cm3,75.0 pc / cm3,462.731262207 pc / cm3,0.5147890088722696
268,472.3091430664 pc / cm3,152.1638774342,17.3628445065,40.0 pc / cm3,75.0 pc / cm3,257.3091430664 pc / cm3,0.2937562247429993
269,350.9968566895 pc / cm3,261.2398294953,62.9749011737,40.0 pc / cm3,75.0 pc / cm3,135.99685668950002 pc / cm3,0.1588088738624732
270,1921.1821289062 pc / cm3,182.2462155856,84.7175598621,40.0 pc / cm3,75.0 pc / cm3,1706.1821289062 pc / cm3,1.828978691471703
271,260.4170227051 pc / cm3,39.9905733022,-0.528180496,40.0 pc / cm3,75.0 pc / cm3,45.41702270510001 pc / cm3,0.054113019734398415
272,561.271484375 pc / cm3,75.892165568,81.2488445689,40.0 pc / cm3,75.0 pc / cm3,346.271484375 pc / cm3,0.3902899195008015
273,1007.7006835938 pc / cm3,241.501509338,-2.9838092416,40.0 pc / cm3,75.0 pc / cm3,792.7006835938 pc / cm3,0.8627309869925798
274,594.0258178711 pc / cm3,287.4155716702,24.6253819837,40.0 pc / cm3,75.0 pc / cm3,379.0258178711 pc / cm3,0.4254794080876795
275,190.864654541 pc / cm3,223.6449976198,58.3230839387,40.0 pc / cm3,75.0 pc / cm3,-24.135345459000007 pc / cm3,
276,285.0838623047 pc / cm3,261.8040325228,48.4690757073,40.0 pc / cm3,75.0 pc / cm3,70.0838623047 pc / cm3,0.08306170972709177
277,1554.4146728516 pc / cm3,112.6819418144,85.4136058442,40.0 pc / cm3,75.0 pc / cm3,1339.4146728516 pc / cm3,1.438173777886308
278,705.6331176758 pc / cm3,203.1263314131,45.5479412001,40.0 pc / cm3,75.0 pc / cm3,490.6331176758 pc / cm3,0.5444043172931458
279,375.2593078613 pc / cm3,245.750745844,49.413393291,40.0 pc / cm3,75.0 pc / cm3,160.2593078613 pc / cm3,0.18619830405570878
280,448.0466918945 pc / cm3,348.7669860339,69.539794877,40.0 pc / cm3,75.0 pc / cm3,233.0466918945 pc / cm3,0.26712507261713025
281,169.8371887207 pc / cm3,2.382889759,24.0665333111,40.0 pc / cm3,75.0 pc / cm3,-45.1628112793 pc / cm3,
282,808.7485351562 pc / cm3,313.0472435011,54.0272586059,40.0 pc / cm3,75.0 pc / cm3,593.7485351562 pc / cm3,0.6534018364550903
283,716.5512084961 pc / cm3,359.8127269164,42.2138475755,40.0 pc / cm3,75.0 pc / cm3,501.5512084961 pc / cm3,0.5559761248438014
284,323.499420166 pc / cm3,158.2666453765,73.6329866298,40.0 pc / cm3,75.0 pc / cm3,108.499420166 pc / cm3,0.12746608317521377
285,496.5715942383 pc / cm3,263.108148142,32.4353874858,40.0 pc / cm3,75.0 pc / cm3,281.5715942383 pc / cm3,0.32024445541980534
286,713.3162231445 pc / cm3,127.4653252603,87.4341310486,40.0 pc / cm3,75.0 pc / cm3,498.3162231445 pc / cm3,0.5525483642123212
287,2041.6856689453 pc / cm3,263.8770096488,49.5857951385,40.0 pc / cm3,75.0 pc / cm3,1826.6856689453 pc / cm3,1.9592200708325338
288,830.1803588867 pc / cm3,131.9405995472,43.5832262441,40.0 pc / cm3,75.0 pc / cm3,615.1803588867 pc / cm3,0.6759919945116003
289,2900.9809570312 pc / cm3,358.4349980943,60.6340954693,40.0 pc / cm3,75.0 pc / cm3,2685.9809570312 pc / cm3,2.9285264203466914
290,631.2282104492 pc / cm3,247.1977700392,66.583669828,40.0 pc / cm3,75.0 pc / cm3,416.2282104492 pc / cm3,0.46526992304155085
291,965.241394043 pc / cm3,7.3897821191,82.5776002444,40.0 pc / cm3,75.0 pc / cm3,750.241394043 pc / cm3,0.818095569810845
292,133.0391387939 pc / cm3,149.3600128107,16.1813651991,40.0 pc / cm3,75.0 pc / cm3,-81.96086120609999 pc / cm3,
293,449.2598266602 pc / cm3,153.5555306961,41.3933409825,40.0 pc / cm3,75.0 pc / cm3,234.25982666020002 pc / cm3,0.2684602869199569
294,1204.6309814453 pc / cm3,74.2974528186,74.2404551142,40.0 pc / cm3,75.0 pc / cm3,989.6309814453 pc / cm3,1.069883819078045
295,385.3686828613 pc / cm3,55.9098365243,63.5609647243,40.0 pc / cm3,75.0 pc / cm3,170.3686828613 pc / cm3,0.19754367208153292
296,294.788848877 pc / cm3,153.3217179124,72.7239843389,40.0 pc / cm3,75.0 pc / cm3,79.78884887700002 pc / cm3,0.09435360823562901
297,825.7322387695 pc / cm3,296.6739304369,78.4449637223,40.0 pc / cm3,75.0 pc / cm3,610.7322387695 pc / cm3,0.6713048090696462
298,1188.8603515625 pc / cm3,87.4531753803,24.614001704,40.0 pc / cm3,75.0 pc / cm3,973.8603515625 pc / cm3,1.0532974627382659
299,911.0552368164 pc / cm3,352.8237716176,45.0327815814,40.0 pc / cm3,75.0 pc / cm3,696.0552368164 pc / cm3,0.761120296273007
300,131.0172576904 pc / cm3,314.3832673179,65.058436313,40.0 pc / cm3,75.0 pc / cm3,-83.98274230960001 pc / cm3,
301,1145.9967041016 pc / cm3,241.3981286469,35.4528367399,40.0 pc / cm3,75.0 pc / cm3,930.9967041016 pc / cm3,1.0081992657819714
302,331.1825256348 pc / cm3,83.3387442211,26.1870337011,40.0 pc / cm3,75.0 pc / cm3,116.18252563480002 pc / cm3,0.1362580949189253
303,1570.9940185547 pc / cm3,64.2698968875,72.0930727829,40.0 pc / cm3,75.0 pc / cm3,1355.9940185547 pc / cm3,1.4556996826210682
304,820.8797607422 pc / cm3,259.8864652392,33.6709933475,40.0 pc / cm3,75.0 pc / cm3,605.8797607422 pc / cm3,0.6661907554326443
305,115.2466659546 pc / cm3,232.8536843037,22.6895860441,40.0 pc / cm3,75.0 pc / cm3,-99.7533340454 pc / cm3,
306,1070.3786621094 pc / cm3,274.6012321911,80.8637063296,40.0 pc / cm3,75.0 pc / cm3,855.3786621094 pc / cm3,0.9286341221491026
307,1355.0582275391 pc / cm3,107.999931729,51.5390778345,40.0 pc / cm3,75.0 pc / cm3,1140.0582275391 pc / cm3,1.2280580933760932
308,688.6493530273 pc / cm3,4.113649169,24.4729282512,40.0 pc / cm3,75.0 pc / cm3,473.6493530273 pc / cm3,0.5263853022867484
309,1573.8247070312 pc / cm3,133.2407973973,31.1053803163,40.0 pc / cm3,75.0 pc / cm3,1358.8247070312 pc / cm3,1.4586929895593013
310,1233.7458496094 pc / cm3,265.9912808267,78.4449637223,40.0 pc / cm3,75.0 pc / cm3,1018.7458496094 pc / cm3,1.1004988637784896
311,526.8996582031 pc / cm3,53.3202536845,49.0339881087,40.0 pc / cm3,75.0 pc / cm3,311.8996582031 pc / cm3,0.3531763214281556
312,608.178894043 pc / cm3,313.8292491718,74.9193444307,40.0 pc / cm3,75.0 pc / cm3,393.178894043 pc / cm3,0.4406376862727346
313,771.1417236328 pc / cm3,35.7962141479,31.6299988611,40.0 pc / cm3,75.0 pc / cm3,556.1417236328 pc / cm3,0.613717099949718
314,494.5497436523 pc / cm3,313.39419382,82.0078481369,40.0 pc / cm3,75.0 pc / cm3,279.5497436523 pc / cm3,0.31804221015500106
315,359.0843505859 pc / cm3,41.8391277939,62.4816442393,40.0 pc / cm3,75.0 pc / cm3,144.08435058589998 pc / cm3,0.167964910703029
316,642.1463623047 pc / cm3,330.4146560561,31.1218825823,40.0 pc / cm3,75.0 pc / cm3,427.1463623047 pc / cm3,0.476916285895754
317,777.6116943359 pc / cm3,171.2742534626,88.7369434509,40.0 pc / cm3,75.0 pc / cm3,562.6116943359 pc / cm3,0.6205492207613065
318,287.9144897461 pc / cm3,248.5580187323,36.3800352733,40.0 pc / cm3,75.0 pc / cm3,72.9144897461 pc / cm3,0.08636064325941109
319,749.3055419922 pc / cm3,358.0722642411,36.5440555745,40.0 pc / cm3,75.0 pc / cm3,534.3055419922 pc / cm3,0.590642318647
320,46.9074134827 pc / cm3,312.7207563164,83.9707855088,40.0 pc / cm3,75.0 pc / cm3,0,
321,655.4907226562 pc / cm3,303.1535119927,7.7341455308,40.0 pc / cm3,75.0 pc / cm3,440.4907226562 pc / cm3,0.49113329006442513
322,326.7344055176 pc / cm3,261.8450179745,56.3552828531,40.0 pc / cm3,75.0 pc / cm3,111.73440551760001 pc / cm3,0.13117135465096824
323,915.0989990234 pc / cm3,337.5548202596,40.2652530309,40.0 pc / cm3,75.0 pc / cm3,700.0989990234 pc / cm3,0.7653732696804555
324,683.3925170898 pc / cm3,122.5152586499,69.5290726109,40.0 pc / cm3,75.0 pc / cm3,468.3925170898 pc / cm3,0.5208032166400338
325,554.3970947266 pc / cm3,314.3683968318,79.4976583708,40.0 pc / cm3,75.0 pc / cm3,339.3970947266 pc / cm3,0.3828834064323624
326,1467.4742431641 pc / cm3,358.2373894519,36.1231848176,40.0 pc / cm3,75.0 pc / cm3,1252.4742431641 pc / cm3,1.3464181662846224
327,1161.7673339844 pc / cm3,31.02076342,87.6002556977,40.0 pc / cm3,75.0 pc / cm3,946.7673339844 pc / cm3,1.0247955691325719
328,1266.0958251953 pc / cm3,356.0600932112,59.9312748343,40.0 pc / cm3,75.0 pc / cm3,1051.0958251953 pc / cm3,1.1345109486896332
329,742.0267944336 pc / cm3,331.2868325447,69.4468970009,40.0 pc / cm3,75.0 pc / cm3,527.0267944336 pc / cm3,0.5829446499434263
330,1404.3918457031 pc / cm3,272.5001166625,37.3407216446,40.0 pc / cm3,75.0 pc / cm3,1189.3918457031 pc / cm3,1.279970170032251
331,792.5735473633 pc / cm3,124.5333462073,-8.3529534605,40.0 pc / cm3,75.0 pc / cm3,577.5735473633 pc / cm3,0.6363408568991895
332,467.4566650391 pc / cm3,45.3383899258,62.682231503,40.0 pc / cm3,75.0 pc / cm3,252.45666503910002 pc / cm3,0.28844194488646707
333,1119.7124023438 pc / cm3,50.9072479479,49.3039343489,40.0 pc / cm3,75.0 pc / cm3,904.7124023438 pc / cm3,0.980534047184712
334,541.8615112305 pc / cm3,64.9469728536,27.9359299985,40.0 pc / cm3,75.0 pc / cm3,326.8615112305 pc / cm3,0.3693570844342151
335,51.3555335999 pc / cm3,122.602065473,65.7301343533,40.0 pc / cm3,75.0 pc / cm3,0,
336,1406.8181152344 pc / cm3,202.5628765338,16.6421334242,40.0 pc / cm3,75.0 pc / cm3,1191.8181152344 pc / cm3,1.2825243061158633
337,719.3818359375 pc / cm3,282.0018435438,14.0833062692,40.0 pc / cm3,75.0 pc / cm3,504.3818359375 pc / cm3,0.558974814215898
338,590.7908325195 pc / cm3,277.7673526,65.7399954002,40.0 pc / cm3,75.0 pc / cm3,375.7908325195 pc / cm3,0.42201086904395385
339,1269.3308105469 pc / cm3,300.8351914473,33.2981311135,40.0 pc / cm3,75.0 pc / cm3,1054.3308105469 pc / cm3,1.1379120553148443
340,1137.1004638672 pc / cm3,75.4263674673,16.6547344392,40.0 pc / cm3,75.0 pc / cm3,922.1004638672 pc / cm3,0.9988351051186443
341,1208.2702636719 pc / cm3,235.6935457635,70.129934822,40.0 pc / cm3,75.0 pc / cm3,993.2702636719 pc / cm3,1.0737109797616886
342,400.3305358887 pc / cm3,81.9368652865,36.1331677509,40.0 pc / cm3,75.0 pc / cm3,185.3305358887 pc / cm3,0.21426779552078998
343,308.5375671387 pc / cm3,179.3519813558,47.6555672201,40.0 pc / cm3,75.0 pc / cm3,93.53756713870001 pc / cm3,0.11026289402276505
344,483.6316223145 pc / cm3,276.4444359809,50.9010008936,40.0 pc / cm3,75.0 pc / cm3,268.6316223145 pc / cm3,0.3061342435754364
345,1257.1995849609 pc / cm3,161.294706835,50.1571530827,40.0 pc / cm3,75.0 pc / cm3,1042.1995849609 pc / cm3,1.1251578522343895
346,602.5176391602 pc / cm3,284.6539984315,64.7102953524,40.0 pc / cm3,75.0 pc / cm3,387.5176391602 pc / cm3,0.4345775293103208
347,585.5339355469 pc / cm3,327.0327820394,-1.2919902919,40.0 pc / cm3,75.0 pc / cm3,370.5339355469 pc / cm3,0.41637131873240785
348,105.1373138428 pc / cm3,161.7612473628,85.7999119395,40.0 pc / cm3,75.0 pc / cm3,0,
349,211.4877471924 pc / cm3,21.6729094162,54.2785072089,40.0 pc / cm3,75.0 pc / cm3,-3.5122528075999924 pc / cm3,
350,567.7414550781 pc / cm3,89.2620792128,61.5253734408,40.0 pc / cm3,75.0 pc / cm3,352.7414550781 pc / cm3,0.39725375953334574
351,577.446472168 pc / cm3,205.8643608133,-5.0764144574,40.0 pc / cm3,75.0 pc / cm3,362.446472168 pc / cm3,0.4076874056429621
352,219.979598999 pc / cm3,350.8859221636,54.7399545392,40.0 pc / cm3,75.0 pc / cm3,4.97959899899999 pc / cm3,0.0057850767577882255
353,649.8294677734 pc / cm3,76.2311329153,59.8086163134,40.0 pc / cm3,75.0 pc / cm3,434.8294677734 pc / cm3,0.48510408399750804
354,953.110168457 pc / cm3,11.5964813888,79.8523629365,40.0 pc / cm3,75.0 pc / cm3,738.110168457 pc / cm3,0.805341946283984
355,509.5115661621 pc / cm3,180.1748207945,26.7424657121,40.0 pc / cm3,75.0 pc / cm3,294.5115661621 pc / cm3,0.33431827465443004
356,137.0828704834 pc / cm3,37.5727211938,32.1254486161,40.0 pc / cm3,75.0 pc / cm3,-77.9171295166 pc / cm3,
357,387.794921875 pc / cm3,294.1428533518,23.6963814705,40.0 pc / cm3,75.0 pc / cm3,172.794921875 pc / cm3,0.20026101337617586
358,577.446472168 pc / cm3,75.9831975296,81.5158020661,40.0 pc / cm3,75.0 pc / cm3,362.446472168 pc / cm3,0.4076874056429621
359,748.4967651367 pc / cm3,198.6859958145,82.8852214759,40.0 pc / cm3,75.0 pc / cm3,533.4967651367 pc / cm3,0.5897871505466332
